"If you import Africa you become Africa.

#remigration #paris #psg  ",0
"Arrest and deport them all.

#remigration ",0
Goedemorgen Nederland ❤️ ,1
"Dubbele moraal. Nepperd.

#kominverzet #AZCWegermee 
#asielstop #PVV  ",0
Trots op de PVV! 🙏🙏 ,1
"PVV VERZETSTOURNEE 💪

#AZCWegErmee #PVV #Uithoorn #Asielstop ",1
"Dank je wel lieve mensen uit #Uithoorn! ❤️

De #PVV steunt jullie altijd! ",1
"We pikken het niet meer.

Jetten speelt met vuur.

Maar het volk is de baas.

Dit is hun land.

En niet van asielzoekers of D66.

Nederland is van de Nederlanders.

En we komen massaal in verzet.

En we gaan winnen, let maar op!

#Uithoorn #AZCWegErmee #asielstop #PVV #Wilders ",1
"AZC WEG ERMEE 💪💪💪

#AZCWegermee #Asielstop
#Uithoorn #PVV #Wilders ",1
"UITHOORN ❤️

#AZCWegermee #asielstop
#Uithoorn #PVV #Wilders ",1
"Wat is @X een zegen.

Geen links-liberale narcistische journalisten die alle objectiviteit verloren hebben. 

Maar direct contact met volgers en andere mensen met een zuivere ongefilterde boodschap. 

Dat is vrijheid in optima forma!

(En meer dan driehonderd miljoen weergaven) ",1
"Islam is middeleeuwse barbarij.
Ze leren kinderen slachten in Gaza terwijl ze Allahu Akbar zingen. Ziek en walgelijk.

Islam is medieval barbarism. 
Teaching children how to slaughter in Gaza chanting Allahu Akbar. Sick and disgusting.

#stopislam #barbarism ",0
"Groeiende steun voor de #PVV!

Gestegen naar 21 zetels!

Het verzet groeit! 💪

#asielstop #grenzendicht ",1
"Ik werk niet mee aan een onzindebat op verzoek van Klaver (GL) over uitspraken van een collega Kamerlid. 

De Kamer controleert de regering en niet elkaar. 

                👇👇👇 ",0
"In de VK kan je al door de politie worden gearresteerd als je iemand retweet. 

Ik wil geen totalitaire Staat in Nederland! 

Dus handen af van @X!

1000 keer liever de vrijheid van meningsuiting van #X dan vertrouwen op al die faalhazen van de politiek correcte linkse media! ",0
"Turkey more and more turns into a medieval totalitarian nation ruled by the brutal islamist dictator President @RTErdogan, interfering in oppositional parties and arresting and prosecuting oppositional politicians + mayors.

The sooner #Erdogan leaves office the better!

#Turkey ",0
"Fijne Pinksterdagen!

En geniet van de zon!

☀️ ☀️ ☀️ 

#Pinksteren ",1
Respect respect respect  #RicoVerhoeven ❤️ ,1
"En dit zijn de cijfers van nu. (bron: @demo_demo_nl)

Open grenzen is misdadig beleid.

#asielstop #grenzendicht ",0
Dit schreef Dagblad Trouw al in 1996! ,0
"AZC-PROTEST UITHOORN!

Donderdag 28 mei. 

De PVV steunt de bezorgde inwoners van Uithoorn TEGEN AZC’s in hun gemeente.

We buigen nooit voor Jetten en zijn laffe kabinet. Géén spreidingswet maar een #asielstop! 

Nederland komt in verzet! 💪

#Uithoorn #PVV #Verzetstournee ",1
"Ze hoeven nu ook geen boetes meer te betalen. Asielzoekers mogen zwartrijden zonder sanctie. Nederland is ziek. 

#asielstop #grenzendixht #PVV

",0
Geert Wilders spreekt in Engelen bij protest tegen asielzoekers ,0
"De hele Engelen-speech

Met een waarschuwing voor Jetten.

En steun voor Engelen en de rest van Nederland: geen AZC, een totale asielstop, grenzen dicht voor gelukzoekers, criminelen het land uit en weg met de Spreidingswet! 💪

#Engelen #asielstop #PVV #Wilders ",1
"Engelenaren!

Helden uit Brabant!

Miljoenen mensen steunen jullie! 

#Engelen #asielstop #PVV ",1
"Volle bak in Engelen!

Nederland komt in verzet!

#AZCNee #Asielstop ",0
"Engelen. Brabant. ❤️

Anti-AZC demonstratie.

De PVV is er voor de Nederlander! 

Het verzet gaat door, iedere dag opnieuw, tot er een totale asielstop komt. 

En Jetten kan de rambam krijgen met zijn open grenzen! 

#Engelen #PVV #asielstop ",1
"Vertrouwen kan je ze niet.

Eerst noodopvang dan verlengen.

Eenmaal open is dus altijd open.

Zeg nee tegen een AZC!

Genoeg is genoeg!

#PVV #asielstop ",0
"Vanavond naar Den Bosch!

Demo tegen de AMV-opvang in Engelen! Genoeg is genoeg! 

Kom ook!! 💪

#PVV #asielstop ",0
"MINDERHEID IN EIGEN LAND

We worden vervangen.

Nu de grote steden, dadelijk heel Nederland.

De grenzen moeten dicht, een asielstop ingevoerd en remigratie opgevoerd door criminelen uit te zetten! 

#PVV #Asielstop #grenzendicht ",0
"GEFELICITEERD WESLEY! 💪

#PVV #Rucphen #WesleyTack ",1
"Ter Apel zit vol.
Nederland zit vol.
Bomvol.

Dus:

Sluit onze grenzen.
Voer een asielstop in.
Stuur Syriërs terug.
Knikker criminelen eruit.

En doe het nu. 

En tegen de prutsers Jetten en Van den Brink zeg ik: aftreden en nooit meer terugkomen!

Nederland komt in #verzet! ",0
"Kamervragen met @VondelingMarina over het schokkende bericht dat de terroristenscreening van asielzoekers niet meer na 14 dagen maar pas na 2 jaar plaatsvindt!

Er kunnen dus tientallen terroristen in Nederland rondlopen door de te hoge asielinstroom. 

Ik zeg: #asielstop nu! ",0
"Het hele systeem stort in.

Nu het kabinet Jetten nog.

Zijn vliegende brigade is te onzinnig voor woorden. 

We hebben nu een #asielstop nodig anders gaat er niets veranderen!

COA opvang Ter Apel: kwetsbare asielzoekers krijgen voorrang | De Telegraaf ",0
"Ipv een asieldebat, gaat de Kamer donderdagavond debatteren om de demonstraties van de afgelopen weken af te kraken. 

Ze bekijken het maar.

Ik ga donderdagavond naar Den Bosch om bezorgde burgers te steunen in hun verzet tegen nog meer AZC’s.

Kom ook!!  👇👇👇

#PVV #Wilders ",1
"Dit is niet de premier van Nederlanders. 

Jetten heeft nul begrip voor miljoenen burgers die het spuugzat zijn. Die veiligheid willen voor hun vrouwen en dochters. 
Die Nederland niet willen weggeven aan vreemdelingen. 

Het verzet zal zo alleen maar groeien.

#PVV #asielstop ",0
Slappeling. Zet maar experts in om de grenzen te sluiten! ,1
Ik zeg tegen kabinet en gemeenten: u kunt overleggen tot u een ons weegt maar u krijgt de geest niet meer terug in de fles. Nederland pikt het niet meer en is er helemaal klaar mee. Het verzet tegen de dwangwet zal alleen maar groeien. Schaf die wet af en voer een #asielstop in!,0
"Dit soort gasten allemaal het land uit bij voorkeur met al hun familie en het liefst meteen morgen ok @MinPres Jetten laat eens zien dat je ballen hebt slapjanus.

#wegwezen #uitzetten  ",0
"Geweldig ze zingen luid “AZC WEG ERMEE!”  👍

#AZCWEGERMEE #asielstop ",0
"The truth. 

#islam ",1
"Islam at work.

#Modena ",1
"Goedemorgen Nederland! ❤️

Donderdag begint de PVV Verzetstournee 2026 in Den Bosch. 

We willen ons land terug! 
Een asielstop, geen AZC’s en geen bezuinigingen op zorg en sociale zekerheid maar meer geld voor de Nederlanders!

#PVV #Verzetstournee #asielstop #genoegisgenoeg ",1
"Great news, good job. 

Get them all! ",1
PVV Rucphen ❤️ ,1
"Mohammad Baqer Saad Dawood Al-Saadi (32)

Irakees lid pro-Iraanse militie Kata’ib Hizballah.

#stopislam #stopmohammad ",0
"Amy is the best of the best. 

And one of the bravest. 💪

Be proud of her, America!  

@AmyMek #stopislam ",1
"Vrijheid betekent zelf bepalen wie je binnenlaat in je eigen huis en in je eigen land en wie je wanneer wegstuurt. 

Vrijheid betekent ook dat je je verzetten mag tegen een overheid die lak heeft aan jou, je gezin, je buurt en je veiligheid. 

Wij geven die #vrijheid nooit op! ",1
"NRC-columnist Abrahams zit er ook in deze column meestal faliekant naast maar het klopt wel dat Nederland een grote schoonmaak nodig heeft.

En die is nu in volle gang. 

Het Nederlandse volk verzet zich.

Laat mijn geest maar lekker “boven de talkshows zweven” 😉

#PVV #Wilders ",1
Een hele fijne en gezegende #Hemelvaartsdag! ,1
"Look what UK Secretary of State for Health & Social Care @wesstreeting wrote about me in 2009. He wanted to push me - a Dutch MP - under a train. 

Maybe look at your own crowd first before stopping others entering the UK, @Keir_Starmer, as Labour did with me in 2009 (which decision was later overruled by a UK Court).

Good luck Saturday @TRobinsonNewEra!",0
"Vanmiddag op bezoek geweest bij de visboer uit Hoek van Holland die een vrouw in niqaab weigerde te bedienen omdat hij haar gezicht niet kon zien. Deze dappere man verdient geen vervolging maar alle steun! 

#PVV ",1
👍👍👍 ,1
Geweldig PVV Zaanstad! 💪 ,0
"Stop met het asociale afbraakbeleid van miljardenbezuinigingen op de AOW, WW en WIA. Haal het geld maar weg bij de opvang van al die asielzoekers die alles gratis en voor niets krijgen en voer een asielstop in! 

#vragenuurtje ##PVV #Wilders ",0
"Kom in verzet tegen de spreidingswet, ga demonstreren! Doe dat massaal en geweldloos. Ga als gemeentebestuur naar de rechter. 

Accepteer niet dat uw dorp en stad overspoeld wordt met asielzoekers! 

#vragenuurtje #spreidingswet #PVV #Wilders ",1
Vanmiddag komt de FvD/PVV-motie in stemming om de verhoging/verdubbeling van de motorrijtuigenbelasting #MRB voor campers terug te draaien! ,0
"Islamitische jihad grootste gevaar voor Nederland! En de Raad van State een orgaan vol wereldvreemde dwazen!

#stopislam ",0
"Hoppa nog hogere lasten voor de Nederlanders. Met dank aan Timmermans. Krankzinnige links-ideologische lastenverzwaring die meteen ongedaan gemaakt moet worden!

#TimmermansTaks ",0
"Eerlijk gewonnen op de Kermis in Rotterdam, nu in de Tweede Kamer: #Mario &amp; #Luigi  ❤️ ",1
"Zeer terecht. Handen af van de AOW en sociale zekerheid. Debataanvraag aangemeld!

#PVV ",0
